Basque (eu),Spanish (es),es_traduction
"Programa Bizkaia Talentek zuzentzen du, ondoko hauekin koordinatuta: batetik, Bilbao Metropoli 30, EHUko Zientzia eta Teknologia Fakultatea, Deustuko eta EHUko Unibertsitateetako Zuzenbide Fakultateak, Deustuko Unibertsitateko Deusto Business School, EHUko Ingeniaritza Goi Eskola Teknikoa, Deustuko Ingeniaritza Goi Eskola (ESIDE), Mondragon Unibertsitateko Goi Eskola Politeknikoa, EHUko Ekonomia eta Enpresa Fakultatea; bestetik, bederatzi elkargo profesional: Ekonomistena, Euskal Herriko Kimikari eta Ingeniariena, Euskal Herriko Bide, Kanal eta Portuetako Ingeniariena, Abokatuena, Industria Ingeniariena, Geologoena eta Euskal Herriko Psikologoena.","El programa está liderado por Bizkaia Talent y coordinado junto con Bilbao Metropoli-30 además de la Facultad de Ciencia y Tecnología de la UPV/EHU, Mondragon Unibertsitatea, Facultad de Economía y empresa de la UPV/EHU y nueve colegios profesionales: el de Economistas; Químicos e Ingenieros Químicos del País Vasco; Ingenieros de Caminos, Canales y Puertos del País Vasco, Abogados, Ingenieros Industriales, Geólogos y Psicólogos de Euskadi.","Programa Bizkaia Talent está coordinado con las siguientes entidades: por un lado, Bilbao Metropoli 30, la Facultad de Ciencias y Tecnología de la UPV/EHU, las Facultades de Derecho de la UPV/EHU y la Universidad de Deusto, la Deusto Business School de la Universidad de Deusto, la Escuela Técnica Superior de Ingeniería de la UPV/EHU, la Escuela de Ingeniería de la Universidad de Deusto (ESIDE), la Escuela Politécnica Superior de la Universidad de Mondragón, la Facultad de Economía y Empresa de la UPV/EHU; por otro lado, nueve colegios profesionales: el de Economistas, el de Químicos e Ingenieros de la Comunidad Autónoma Vasca, el de Ingenieros de Caminos, Canales y Puertos de la Comunidad Autónoma Vasca, el de Abogados, el de Ingenieros Industriales, el de Geólogos y el de Psicólogos del País Vasco."
"Hizkuntzako Psikologo espezialista, Audiologo protesikoa eta Tomatis Metodoko Terapeuta.","Psicóloga especialista del lenguaje, Audiólogo protésico y Terapeuta Método Tomatis.","Especialista en Psicología del Lenguaje, Audioprotesista y Terapeuta del Método Tomatis."
Hitzaldi bat antolatu dugu Jorge Madariaga psikologoaren eskutik.,La charla será impartida por el psicólogo Jorge Madariaga.,Hemos organizado una charla con el psicólogo Jorge Madariaga.
Profesional horiek guztiak espezialistak dira TEA duten ikasleen heziketan eta gure mediku-psikologo taldeak eta GAUTENAren hezkuntza zerbitzuaz arduratzen den pedagogo batek laguntzen die.,Todas estas personas se especializan en la educación del alumnado con TEA y reciben el apoyo de nuestro equipo médico-psicológico y de una pedagoga que se responsabiliza del servicio educativo de GAUTENA.,Erreur
Jorratzailea: Juan Carlos Alonso (psikologoa),PONENTE: JUAN CARLOS ALONSO (psicólogo),Erreur
Ez da inolaz ere iharduketa uzteko askatasuna eta beste psikologo edo profesional batengana jotzea mugatuko; bezeroak aukeratzeko duen eskubidea ahalik eta gehien indartuko da.,"Por ninguna razón se restringirá la libertad de abandonar la intervención y acudir a otro psicólogo o profesional; antes bien, se favorecerá al máximo la capacidad de decisión bien informada del cliente.",Erreur
"Denboraldi horretan, batetik bestera dabiltza - “pelegrinazioa”, haien hitzetan-, hainbat espezialista eta zerbitzu medikutatik: neurologia, psikiatria, erreumatologia, minaren unitatea, barne-medikuntza …, azkenik gaixotasuna diagnostikatzen zaien eta diagnostikoa jakinarazten dieten arte”, adierazi du IMQ Taldeko AMSAko Min Kroniko eta Fibromialgiako psikologoak.","En este tiempo, sufren una “peregrinación”, como ellos la llaman, por diferentes especialistas y servicios médicos: neurología, psiquiatría, reumatología, unidad del dolor, medicina interna…, hasta que finalmente les diagnostican la enfermedad y les comunican el diagnóstico”, señala la psicóloga de la Unidad de Dolor Crónico y Fibromialgia de AMSA-Grupo IMQ.",Erreur
"Ongi bizitzearen inguruko jardunaldiak antolatu zituen eta antropologoak, moralistak, soziologoak, filosofoak, psikiatrak eta psikologoak gonbidatu zituen.","Había organizado unas jornadas sobre el buen vivir e invitó a antropólogos, moralistas, sociólogos, filósofos, psiquiatras y psicólogos.",Erreur
"Ainhoa Azurmendi, psikologoa eta kirol aholkularia Goi mailako kirolaria izateak ahalegina, nekea, gauza askori uko egitea eta… Irakurri gehiago","Ainhoa Azurmendi, psicóloga y consultora deportiva Ser deportista de alto nivel requiere esfuerzo, sacrificio, renuncia y dedicación;… Leer más",Erreur
BIO Aurkezpena bideo bitartez Robert J. Sternberg 1949. urtean jaio zen psikologo kognitibo estatubatuarra da.,Presentación por Video Robert J. Sternberg es un psicólogo cognitivo estadounidense nacido el 1949.,Erreur
"Urtetik urtera, Tourseko zentroa esperientzia hezitzaile eta klinikoen laborategi bihurtuz joan zen, haurren jokabidea behatzeko; ikerketa teorikoak eta praktika etengabekoak ziren, praktika psikomotorrari buruzko formakuntzan jasotzen zuten parte-hartzaile ugariek akuilatuta. Horiekin batera, hainbat neuropsikiatra, psikoanalista, semiotiko eta psikologok ere asko aberastu dute praktika hori, beraren inguruan zeukaten begirada partikularrari esker. Bada, horien artean UPV/EHUko zenbait irakasle daude.","El centro de Tours se convirtió a lo largo de los años en un laboratorio de experiencias educativas y clínicas para la observación del comportamiento de los niños; las investigaciones teóricas y la práctica eran constantes, estimuladas por los numerosos participantes que seguían la formación en la práctica psicomotriz, así como por los colegas neuropsiquiatras, psicoanalistas, semióticos, psicólogos que, por su mirada particular sobre la práctica, la han enriquecido mucho, encontrándose entre ellos docentes de la UPV/EHU.",Erreur
"Hori azaltzeko, Oliver James psikologo eta kazetariak kutsakorra den gaixotasunaren analogia erabiltzen du: birusa “oparotasuna” litzateke eta gugan sortzen dituen sintomak lirateke “asaldura emozionalen aurrean zaurgarriago sentiarazten gaituen balioen multzoa”2 eta, noski, herrialde aberatsenetan ugaritzen da.","Para explicar este fenómeno, Oliver James, psicólogo y periodista, recurre a la analogía con una enfermedad infecciosa. Lo denomina virus de la “abundancia”, y conlleva “un conjunto de valores que nos hace más vulnerables ante trastornos emocionales”2, y, evidentemente, prolifera en los países más ricos.",Erreur
"Helburuak umearen ezgaitasuna jakin eta gero jartzen dira, umearen inguruan dauden gainerako profesionalekin hitz egin eta gero (laguntzako irakasleak, psikologoak, familia…).","Los objetivos a trabajar se establecen una vez conocida la discapacidad del niño y haber hablado con los otros profesionales que rodean al niño (profesores de apoyo, psicólogos, familia…)",Erreur
"Hori esan ohi da beti, bai, baina gaur egun, ospitale bateko psikiatriako zerbitzu batean psikologoak ere aurkitzen ditugu eta psikologoen kontsulta pribatuetan psikiatraren bat ere bai, zenbait arazotarako psikofarmakoak hartzeko agindu beharra dagoelako.","En la actualidad, en un servicio de psiquiatría de un hospital hay psicólogos y en las consultas privadas de los psicólogos hay algún psiquiatra porque algunos trastornos requieren la prescripción de psicofármacos y eso lo puede hacer solo un psiquiatra.",Erreur
"Tila batzuk hartzeaz gain, zer egin genezakeen antsietateari aurre egiteko eta, barkatu egidazu, psikologoarengana joan beharrik ez izateko?","Además de tomarnos varias tilas ¿qué podemos hacer para combatir la ansiedad y, perdóneme, para no acudir al psicólogo?",Erreur
"Martxoaren 21ean, “Terapia psikologikoen gako eta erronkak gaurko gizartean” izeneko jardunaldia izango da. Bizkaiko Psikologoen Elkargo Ofizialak antolatu du, Psikologia eta Hezkuntza Fakultatearekin lankidetzan.","El próximo 21 de marzo tendrá lugar la Jornada “Claves y Retos de las Terapias Psicológicas en la Sociedad Actual”, organizada por el Colegio Oficial de Psicología de Bizkaia, en colaboración con la Facultad de Psicología y Educación.",Erreur
Nire kontsulta Eusko Jaurlaritzako Osasun eta Kontsumo Sailaren baimena dauka (Osasun Psikologo Orokorra).,Mi consulta cuenta con la autorización del Departamento de Sanidad y Consumo del Gobierno Vasco (Psicólogo General Sanitario).,Erreur
"Psikologoari esan diote Marta beti izan dela txukuna eta ondo antolatua ikasketetan, beti arduratu dela bera, eta ez duela inoiz nahi izan gurasoek laguntzerik.","Cuentan a la psicóloga que Marta siempre ha sido muy organizada en sus estudios, que siempre se ha encargado ella y no le gustaba que sus padres le ayudaran.",Erreur
"Arabako Psikologoen Elkargoak adierazi du hobe dela azalpen ulergarriak eta gazteen mailara egokitutakoak erabiltzea, eta nabarmendu duenez, garrantzitsua da gezurrik ez esatea; aitzitik, beste bide batzuetatik jasotzen dituzten informazioak ""hobeto ulertzen eta iragazten laguntzen saiatu behar dugu"".","El Colegio de Psicólogos de Álava indica que es mejor utilizar explicaciones comprensibles y adaptadas al nivel de los chavales, y resalta que es importante no mentirles; al contrario, debemos tratar de ayudarles ""a comprender mejor y a filtrar"" las informaciones que reciben por otros canales.",Erreur
"Elizabeth Lira psikologo txiletarra nazioartean aitortu dute bere herrialdean egindako lanagatik; hain zuzen ere, giza eskubideen eta ordaintze- eta adiskidetze-politiken eremuan egindako lanagatik.","La psicóloga chilena Elizabeth Lira ha sido reconocida a nivel internacional por su trayectoria en el ámbito de los derechos humanos, las políticas de reparación y reconciliación nacional en su país.",Erreur
"Unitate hauetan espetxe profesional desberdinak daude: psikologoak, pedagogoak, beste teknikoak, administratiboak eta gizarte langileak.","Forman parte de estas Unidades diferentes profesionales penitenciarios: psicólogos, pedagogos, otros técnicos, administrativos y trabajadores sociales.",Erreur
"Terry Orlic psikologo amerikarrak Jolas eta kirol partehartzaileak liburuan dioen bezala, “jolas partehartzaileen ideia nagusia erraza da: besteekin jolastea besteen kontra jolastea baino hobea da; erronkak gainditu behar dira eta ez kideak”.","Como dice el psicólogo americano Terry Orlick en su libro Juegos y deportes cooperativos, “la idea que hay tras los juegos cooperativos es sencilla: jugar con otros mejor que frente a otros; superar desafíos, no superar a otros”.",Erreur
"Taldea soziologo batek, psikologo batek eta administrari batek osatzen zuten, eta 65 urtetik gorako 300 adinekori egin zien elkarrizketa, informazioa jasotzeko.","El equipo, que estaba formado por una socióloga, una psicóloga y una administrativa, entrevistó a 300 personas mayores de 65 años para recoger diversa información.",Erreur
Zer gomendatzen dute psikologoek burua eta izpiritua ondo edukitzeko?,¿Qué recomiendan los psicólogos para mantener la mente y el espíritu en forma?,Erreur
"Zuzendari bat, ekonomo bat, psikologo bat lanaldi erdian, gizarte hezitzaile sozio-psikopedagogoa, gizarte langile bat eta garbiketaz eta sukaldaritzaz arduratzen den pertsona bat.","Director, un ecónomo, una psicóloga a media jornada, una educadora social-psicopedagoga, una trabajadora social y una persona con tareas de limpieza y cocina.",Erreur
"Psikologoa ez da gure psikeko gaitzak sendatzen dituen aztia, aholkulari eta laguntzaile gisa jarduten duen buru-osasunaren arloko aditua baizik, horrenbeste desiraturiko segurtasuna eta egonkortasuna lor ditzagun (beti geuregatik eta geure baitatik abiatuta) laguntzen saiatuko dena; eta konponbideak bilatzeko bereizketa-gaitasun hobea eta gure buruarekiko estimua handitzen lagunduko diguna.","El psicólogo no es un brujo que cura los males de nuestra psique, sino simplemente un experto en salud mental que actúa como asesor y acompañante y que intentará ayudarnos a que consigamos (siempre por nosotros mismos y desde nosotros mismos) las deseadas seguridad y estabilidad, propiciando un mejor discernimiento en la búsqueda de soluciones y potenciando nuestra autoestima.",Erreur
2008/11/17: Juan Karlos Alonso psikologoak hitzaldia emango du Lobianon,17/11/2008: Charla del psicólogo Juan Karlos Alonso en Lobiano,Erreur
"0 Comments Norberak bere burua txalotzea ez da itxuroso geratzen, baina oraingoan esan egin behar dugu: Jorge Madariaga psikologoak eman duen lehen tailerra hamarrekoa izan da.","Corremos el riesgo de que pueda sonar arrogante, pero no por eso podemos dejar de decirlo: el primer taller de convivencia impartido por Jorge Madariaga ha sido de diez.",Erreur
"Kasu batzuetan psikologo pribatuak kontratatzen dira, behar den tratamendua emateko.","En algunos casos, se contratan psicólogas y psicólogos privados para poder dar el tratamiento necesario.",Erreur
"Badira, izan, psikologo eta pilotuek ematen dituzten taldeentzako ikastaroak asteburuetan: 14 ordu inguru irauten dute (bi saiotan banatuak) eta 380 euro inguru kostatzen da matrikula.","Pero hay incluso cursos en grupo impartidos por psicólogos y pilotos: tienen lugar los fines de semana, duran alrededor de 14 horas (distribuidas en dos sesiones) y cuestan en torno a 380 euros.",Erreur
Psikologoaren bi kontsulta urtean (gastua itzultzen da).,Médicos Dos consultas anuales al psicólogo (reembolso de gasto).,Erreur
"Betiko lagun batekin izandako elkarrizketa zintzoa eta mingarria, bikote harreman luze baten haustura, seme-alaba baten jaiotza, aldatzeko beharra areagotzen digun barne begiradazko prozesu bat, beste herrialde edo hiri batera aldatzea, maite duzun lagun baten bat-bateko heriotza, psikologoarengana bisita, etxetik joaten diten seme-alabak, lehen lan esperientzia, gaixotsun bat, erretiroa..., asko dira gure uste sendo edo ohituretako batzuk zalantzan jartzen laguntzen duten faktoreak.","Una conversación sincera y dolorosa con un amigo de toda la vida, la ruptura de una larga relación de pareja, el nacimiento de un hijo, un proceso introspectivo que nos confirma la necesidad de cambiar, el traslado a otro país o ciudad, la muerte inesperada de un ser querido, la visita al psicólogo, los hijos que se van de casa, la primera experiencia laboral, una enfermedad, la jubilación... son muchos los factores que favorecen que pongamos en cuestión algunas de nuestras convicciones o costumbres.",Erreur
Maslow psikologoaren teoriak adierazten du hierarkia bat dagoela giza beharren asebetetzean.,"Siguiendo la teoría de Maslow, hay una jerarquía en la satisfacción de las necesidades humanas.",Erreur
"Gure baliabideak: Eskola osasun sekzioaren lehen pausoak 1919an izan ziren Bilboko udalerrian, egun 16 profesionalek (erizaintzan diplomatutako medikuak, psikologoa, pedagogoa eta administraria) osatzen eta irakaskuntza publikoko zentroetan taldean lan egiten dute.","La sección de salud escolar, cuyos primeros pasos se remontan a 1919 en el municipio de Bilbao, está formada hoy por un grupo de 16 profesionales (médicos/ as diplomados/ as en enfermería, psicóloga, pedagogo y administrativa) que trabajan en equipo en los centros de enseñanza pública.",Erreur
