Basque (eu),Spanish (es),es_traduction
"Hainbat enpresak, elkartek eta erakundek osatzen dute FMV eta haien xedea da euskal itsas sektoreko enpresen ordezkapena, defentsa, sendotzea, sustapena eta lehiakortasunaren hobekuntza, Ardatzen bitartez eskaintzen dituen zerbitzuak baliatuta (Nazioartekotzea, Teknologia, Bikaintasuna Kudeaketan, Finantza-Zergak, Hezkuntza eta Pertsonak, eta Komunikazioa, Informazioa eta Ordezkaritza). Energia Klusterrak Euskadiko energia sektorearen balio-kateko enpresa nagusiak biltzen ditu (energia operadoreak, ekipo eta osagaien fabrikatzaileak eta ingeniaritza eta zerbitzu enpresak), baita Zientzia, Teknologia eta Berrikuntzaren Euskal Sareko eragileak eta energiaren esparruan erantzukizunak dituzten administrazio publikoko erakundeak ere.","El FMV está integrado por empresas, asociaciones e instituciones, teniendo como misión la representación, defensa, consolidación, promoción y mejora de la competitividad de las empresas del sector marítimo vasco a través de los servicios que presta, en sus diferentes Ejes Estratégicos (Internacionalización, Tecnología, Excelencia en la Gestión, Financiero-Fiscal, Formación y Personas, y ingenierías y empresas de servicios), agentes de la Red Vasca de Ciencia, Tecnología e Innovación y organismos de la administración pública con responsabilidades en el campo de la energía.","Varias empresas, asociaciones e instituciones conforman el FMV y su objetivo es la representación, defensa, consolidación, promoción y mejora de la competitividad de las empresas del sector marítimo vasco, aprovechando los servicios que ofrece (Internacionalización, Tecnología, Excelencia en Gestión, Tributación Financiera, Educación y Personas, y Comunicación, Información y Representación). El Cluster Energía reúne a las principales empresas del sector energético de Euskadi (operadores energéticos, fabricantes de equipos y componentes y empresas de ingeniería y servicios), así como a los agentes de la Red Vasca de Ciencia, Tecnología e Innovación y a las instituciones de la administración pública con responsabilidades en el ámbito energético."
Prozesu eta Produktuen Berrikuntzaren Ingeniaritzako Gradua - UPV/EHU,Grado en Ingeniería en Innovación de Procesos y Productos - UPV/EHU,Grado en Ingeniería de Procesos y Productos Innovadores - UPV/EHU (Universidad del País Vasco)
"Mina handi, ertain eta txikientzako egokia da, oso erabilia automobilgintza, ontzigintzan, ingeniaritza makinetan, nekazaritzako makineria egokian, karbono altzairurako (sugarra mozteko) eta altzairu herdoilgaitzarentzat.","Es adecuado para minas grandes, medianas y pequeñas, ampliamente utilizado en automóviles, construcción naval, maquinaria de ingeniería, maquinaria agrícola, adecuado para acero al carbono (corte con llama) y acero inoxidable. Solicitud","La granada adecuada para uso en minas pequeñas, medianas y grandes, muy utilizada en la industria automotriz, construcción naval, ingeniería de maquinaria, maquinaria agrícola, para acero al carbono (corte de hierro) y acero inoxidable."
"2018aren amaieran, ia 30 pertsonak parte hartzen dute Abesbatzan (irakasle eta ikertzaileak, AZPko langileak, UPV/EHUko erretiratuak, ikasle ohiak eta ikasleak). Eta ikastegi bat baino gehiago ordezkatzen dituzte: Ingeniaritza Eskola, Letren Fakultatea, Farmazia Fakultatea eta Arabako Campuseko Errektoreordetza.","A finales de 2018, el Coro cuenta con cerca de 30 personas entre PDI, PAS, jubilados/as de la UPV/EHU, egresados y alumnos/hecho no implica que en el repertorio del Coro no se recojan canciones conocidas de autores vascos o canciones de gran importancia para el mundo universitario como el “Gaudeamus Igitur”.","A finales de 2018, casi 30 personas participaban en el Coro (profesores e investigadores, personal de administración y servicios, jubilados de la UPV/EHU, exalumnos y alumnos). Y representaban a más de una facultad: la Escuela de Ingeniería, la Facultad de Letras, la Facultad de Farmacia y la Vicerrectoría del Campus de Álava."
"Aurrekoaz gain, ingeniaritza mekanikoak Europa eta Espainiako eremuetan duen panoramika orokorra ere eskaintzen da.","Además, se ofrece una panorámica general de la actividad de ingeniería mecánica en los ámbitos de Europa y España.","Además de lo anterior, también se ofrece una panorámica general de la ingeniería mecánica en Europa y en el ámbito español."
"- Ekologiaren auziari dagokionez, hasteko, pentsa dezagun lehen bezala jarrai dezakegula, proiektu berekin, ingurumen konpentsazioaren gainean kontatzen biodibertsitatearen gaineko eragina mugatzeko; aurrerabide teknikoan CO2 isurketak murrizteko; geoingeniaritzan klima aldatzeko noizbait zoratuko balitz eta, azkenik, transhumanismoan gizakiak biziraungo ez luketen planeta batera egokitzeko.","- En cuanto a la cuestión ecológica, para empezar, ¿pensamos que se puede continuar como antes, con los mismos proyectos, contando con la mitigación ambiental para limitar el impacto sobre la biodiversidad, sobre el progreso técnico para reducir las emisiones de CO2, sobre la geo-ingeniería para modificar el clima si llegara a desbocarse y, en última instancia, sobre el transhumanismo para adaptar al hombre a un planeta que habría dejado de ser viable?","- En cuanto al tema de la ecología, pensemos primero en si podemos seguir como antes, con nuestros proyectos, compensando el impacto ambiental mediante la biodiversidad; reduciendo emisiones de CO2 mediante avances tecnológicos; considerando la geoingeniería como una posibilidad para alterar el clima, si fuera necesario, y finalmente, en el transhumanismo, adaptando a los humanos a un planeta en el que quizás no podríamos sobrevivir."
Gazte Sortzaileak beka (2019-07-02) James Dyson awards: unibertsitate ikasleentzako eta tituludun berrientzako ingeniaritza diseinu lehiaketa (2019-07-11),Beca de creación literaria en euskera para escritores/awards: concurso de diseño de ingeniería para estudiantes universitarios/as y recién titulados/as (11-07-2019),Jóvenes Creadores beca (2019-07-02) Premios James Dyson: concurso de diseño de ingeniería para estudiantes universitarios y recién titulados (2019-07-11)
Graduak Ikasketak Industria Elektronikako eta Automatikako Ingeniaritza + Informatikako Ingeniaritza,Grados Estudios Ingeniería Electrónica Industrial y Automática + Ingeniería Informática,Estudios en Grado: Ingeniería en Electrónica e Industrial y Automatización + Ingeniería en Informática.
Energia Berriztagarrien Ingeniaritza,Ingeniería de Energías Renovables,Ingeniería de Energías Renovables
"Batz Taldea Mondragon Automoción taldeko kooperatiba bat da, trokelen ingeniaritzan eta fabrikazioan, automozio sistemetan, energia berriztagarrietan eta sektore aeroespazialean espezializatua dagoena.","Grupo Batz es una sociedad cooperativa que forma parte de Mondragon Automoción, especializada en ingeniería y fabricación de troqueles, sistemas de automoción, energías renovables y sector aeroespacial.","El Grupo Batz es una cooperativa del Grupo Mondragon Automoción, especializada en la ingeniería y fabricación de transmisiones, sistemas de automoción, energías renovables y el sector aeroespacial."
Proiektu guztietan Gipuzkoako Ingeniaritza Eskolako Material+Teknologia Taldeak parte hartzen du.,En todos los proyectos participa el Grupo de Materiales+Tecnología de la Escuela de Ingeniería de Gipuzkoa (UPV/EHU).,En todos los proyectos participa el equipo de Materiales y Tecnología de la Escuela de Ingeniería de Guipúzcoa.
Egoitza nagusiak Teknologia-zentroa Salmenta- eta ingeniaritza-bulegoa Lantegia,Sede central Centro Tecnológico Oficina de ventas e ingeniería Planta productiva,"Egoitza principal: Centro Tecnológico, Oficina de Ventas e Ingeniería, Fábrica."
Industria Elektronikoren eta Automatikaren Ingeniaritzako Gradua / Video,Grado en Ingeniería Electrónica Industrial y Automática / Video,Grado en Ingeniería Electrónica e Industrial
Ingeniaritza Mekanikoko Gradua - Bilboko campusa >,Grado en Ingeniería Mecánica - Campus Bilbao >,Grado en Ingeniería Mecánica - Campus de Bilbao
Fisikako eta Ingeniaritza Elektronikoko Gradu Bikoitza - UPV/EHU,Doble Grado en Física y en Ingeniería Electrónica - UPV/EHU,Grado Básico en Física e Ingeniería Electrónica - UPV/EHU
"360 graduko larrialdiko balaztaren botoia: giza ingeniaritzan oinarrituta, segurtasun gailu hau larrialdia gertatu zenean erabiltzailea babesteko diseinatuta dago.","Botón de frenado de emergencia de 360 grados: Basado en ingeniería humana, este dispositivo de seguridad está diseñado para proteger al usuario cuando ocurre una emergencia.","Botón de freno de emergencia de 360 grados: basado en ingeniería humana, este dispositivo de seguridad está diseñado para proteger al usuario en caso de emergencia."
"Gizarteak ikastegi ospetsu, moderno eta berritzaile gisa ikus dezan. Ingeniaritza arloan prestakuntza bikaina eskaintzeaz gainera, giza eta gizarte balioak eta garapen iraunkortasunarekiko eta gizarte erantzukizunarekiko konpromisoa transmititu eta adibide gisa zabaldu ditzan, gizartearen beharretara lerrokatuta beti ere.","Ser reconocida por la Sociedad como un centro de prestigio, moderno e innovador que, además de una formación excelente en el ámbito de la ingeniería, transmite y ejemplariza unos valores humanos, sociales y un compromiso con el desarrollo sostenible y la responsabilidad social, alineados con las necesidades de la sociedad.","La sociedad debe percibirnos como un centro educativo prestigioso, moderno e innovador, que no solo ofrece una excelente formación en ingeniería, sino que también transmite y ejemplifica valores humanos y sociales, compromiso con la sostenibilidad y responsabilidad social, siempre alineado con las necesidades de la sociedad."
Ingeniaritza Mekanikoko Gradua,Grado en Bioquímica y Biología Molecular,Grado en Ingeniería Mecánica
"Ondoren Bartzelonara joan zen, ikasketak jesuiten eskola batean egin, eta Ingeniaritza Industrialean doktoratu zen.",En la capital catalana recibió la enseñanza de los padres jesuitas y unos años después se doctoró en Ingeniería Industrial.,"Luego se mudó a Barcelona, realizó sus estudios en una escuela de jesuitas, y se doctoró en Ingeniería Industrial."
"Era berean, Juan Karlos Martínek, Ospitaleko Ingeniaritza Elektronikoko buruak, elektromedikuntzako 30 urte hauen errepaso historikoa eta bizipenezkoa egin du. Bere ustez, unitateak “modernizazioa ekarri nahi izan du, gauzak ondo egitea eta ospitaleari zerbitzua ematea, eta horretarako, gure zerbitzua lan-talde bat izatea saiatu gara”.","Asimismo, Juan Karlos Martín, jefe de Ingeniería Electrónica del Hospital, ha realizado un repaso histórico y vivencial de estos 30 años de electromedicina, unidad que ha querido aportar “modernización, buen hacer y proporcionar un servicio al hospital, intentando que nuestro servicio sea un equipo de trabajo”.","La misma noche, Juan Carlos Martí, jefe de ingeniería electrónica del hospital, hizo un repaso histórico y vivencial de los últimos 30 años de electromedicina. En su opinión, las unidades ""han querido traer una modernización, hacer las cosas bien y dar un servicio al hospital, y para ello hemos intentado ser un equipo de servicio""."
IK4-IDEKO zentro teknologikoak presentzia nabarmena izan du fabrikazioari aplikatutako ikerketan liderra den Produkzio Ingeniaritzako Nazioarteko Akademiaren(CIRP) batzarrean.,"El centro tecnológico IK4-IDEKO ha tenido una presencia destacada en la última asamblea de la Academia Internacional de Ingeniería de Producción (CIRP), organismo...","IK4-IDEKO zentro teknologikoak presentzia nabarmena izan du Fabrikazioari aplikatutako ikerketan liderra den Produkzio Ingeniaritzako Nazioarteko Akademiaren (CIRP) batzarrean. 

Nota: Esta traducción es de la frase ""IK4-IDEKO zentro teknologikoak presentzia nabarmena izan du Fabrikazioari aplikatutako ikerketan liderra den Produkzio Ingeniaritzako Nazioarteko Akademiaren (CIRP) batzarrean."" del euskera al español. La frase original en euskera se traduce al español como: ""El centro tecnológico IK4-IDEKO ha tenido una notable presencia en la reunión de la Academia Internacional de Ingeniería de Producción (CIRP), líder en investigación aplicada a la fabricación."""
"d) Unibertsitateko gradudun, diplomadun, ingeniari tekniko edo arkitekto teknikoaren titulua edo balio berekotzat hartzen den beste titulu bat edukitzea, edo eskuratzeko baldintza guztiak betetzea eskaerak aurkezteko epea bukatzen den egunean, edo lizentzia edo ingeniaritza bateko edo arkitekturako lehenengo hiru ikasturteak osorik gaindituak izatea.","d) Estar en posesión del título universitario de Grado, Diplomatura Universitaria, Ingeniería Técnica, Arquitectura Técnica, o título declarado equivalente, o en condiciones de obtenerlo en la fecha en que termine el plazo de presentación de instancias o haber superado los tres primeros cursos completos de una Licenciatura, Ingeniería o Arquitectura.","Titulación universitaria o equivalente en ingeniería técnica, arquitectura técnica, o similar, o cumplir todas las condiciones para obtenerlo en la fecha de finalización del plazo de presentación de solicitudes, o haber completado íntegramente los primeros tres cursos de la licenciatura o ingeniería en arquitectura."
"BIZINTEK Bilbon kokatutako ingeniaritza bat da, hogeitik gora ingeniari eta diseinatzailez osatua, zeintzuen zeregina baita ideiak produktu berritzaile bihurtzea.","BIZINTEK es una ingeniería ubicada en Bilbao, formada por más de veinte ingenieros y diseñadores que transforman las ideas en productos innovadores.","BIZINTEK es una ingeniería ubicada en Bilbao, compuesta por más de 20 ingenieros y diseñadores, cuya función es convertir ideas en productos innovadores."
"Gizartea-Enpresa Ikasketak Hasiera/ Ikasketak/ Graduondoa/ Graduondo eskaintza ofiziala/ Unibertsitateko Masterraren titulu ofizialak / Telekomunikazio eta Industria Ingeniarien Goi Mailako Eskola Teknikoa/ Unibertsitate Masterra Ingeniaritza Mekaniko, Aplikatu eta Konputazionalean",Sociedad-Empresa Estudios Portada/ Estudios/ Posgrado/ Oferta de posgrado oficial/ Títulos Oficiales de Máster Universitario/ Escuela Técnica Superior de Ingenieros Agrónomos,"Estudios de Sociedad-Empresa Inicio/ Estudios/ Graduado/ Oferta oficial de posgrado/ Títulos oficiales de Máster Universitario/ Escuela Técnica Superior de Ingenieros de Telecomunicaciones y de la Industria/ Máster Universitario en Ingeniería Mecánica, Aplicada y Computacional"
